,lema,animacy,gender,finale,n_syll,accent,soft0
132,взгорок,1,1,к,2,0,1
133,кубль,1,1,л',1,0,0
134,день,1,1,н',1,0,0
135,полеводство,1,0,в,3,0,1
136,конец,1,1,ц,2,0,1
137,север,1,1,р,2,0,1
138,детство,1,0,в,1,0,1
139,магазин,1,1,н,3,0,1
140,интернет,1,1,т,3,0,1
141,место,1,0,т,1,0,1
142,район,1,1,н,2,0,1
143,дом,1,1,м,1,1,1
144,въезд,1,1,д,1,0,1
145,посёлок,1,1,к,3,0,1
146,город,1,1,д,2,0,1
147,огонёчек,1,1,к,4,0,1
148,магазин,1,1,н,3,0,1
149,район,1,1,н,2,0,1
150,колесо,1,0,с,2,0,1
151,поле,1,0,л',1,0,0
152,дом,1,1,м,1,1,1
153,дом,1,1,м,1,1,1
154,коридор,1,1,р,3,0,1
155,дом,1,1,м,1,1,1
156,детство,1,0,в,1,0,1
157,детство,1,0,в,1,0,1
158,детство,1,0,в,1,0,1
159,январь,1,1,р',2,0,0
160,дело,1,0,л,1,0,1
161,конь,0,1,н',1,0,0
162,конь,0,1,н',1,0,0
163,конь,0,1,н',1,0,0
164,детство,1,0,в,1,0,1
165,жито,1,0,т,1,0,1
166,жито,1,0,т,1,0,1
167,колхоз,1,1,з,2,0,1
168,потолок,1,1,к,3,0,1
169,магазин,1,1,н,3,0,1
170,магазин,1,1,н,3,0,1
171,магазин,1,1,н,3,0,1
172,трактор,1,1,р,2,0,1
173,телевизор,1,1,р,4,0,1
174,сон,1,1,н,1,0,1
175,сон,1,1,н,1,0,1
176,сон,1,1,н,1,0,1
177,угол,1,1,л,2,0,1
178,возраст,1,1,т,2,0,1
179,место,1,0,т,1,0,1
180,место,1,0,т,1,0,1
181,гребень,1,1,н',2,0,0
182,колхоз,1,1,з,2,0,1
183,конец,1,1,ц,2,0,1
184,конь,0,1,н',1,0,0
185,дом,1,1,м,1,1,1
186,дом,1,1,м,1,1,1
187,возраст,1,1,т,2,0,1
188,характер,1,1,р,3,0,1
189,дом,1,1,м,1,1,1
190,колхоз,1,1,з,2,0,1
191,колхоз,1,1,з,2,0,1
192,колхоз,1,1,з,2,0,1
193,колхоз,1,1,з,2,0,1
194,колхоз,1,1,з,2,0,1
195,велосипед,1,1,д,4,0,1
196,вид,1,1,д,1,0,1
197,дом,1,1,м,1,1,1
198,поле,1,0,л',1,0,0
199,двор,1,1,р,1,0,1
200,банк,1,1,к,1,0,1
201,погреб,1,1,б,2,0,1
202,погреб,1,1,б,2,0,1
203,магазин,1,1,н,3,0,1
204,район,1,1,н,2,0,1
205,дом,1,1,м,1,1,1
206,дом,1,1,м,1,1,1
207,детство,1,0,в,1,0,1
208,место,1,0,т,1,0,1
209,ум,1,1,м,1,0,1
210,ресторан,1,1,н,3,0,1
211,дом,1,1,м,1,1,1
212,музей,1,1,й,2,0,1
213,дом,1,1,м,1,1,1
214,фронт,1,1,т,1,1,1
215,фронт,1,1,т,1,1,1
216,колхоз,1,1,з,2,0,1
217,колхоз,1,1,з,2,0,1
218,район,1,1,н,2,0,1
219,коридор,1,1,р,3,0,1
220,масло,1,0,л,1,0,1
221,колхоз,1,1,з,2,0,1
222,колхоз,1,1,з,2,0,1
223,колхоз,1,1,з,2,0,1
224,колхоз,1,1,з,2,0,1
225,колхоз,1,1,з,2,0,1
226,колхоз,1,1,з,2,0,1
227,конь,0,1,н',1,0,0
228,кладбище,1,0,щ',2,0,0
229,район,1,1,н,2,0,1
230,дом,1,1,м,1,1,1
231,дом,1,1,м,1,1,1
232,дом,1,1,м,1,1,1
233,дом,1,1,м,1,1,1
234,детство,1,0,в,1,0,1
235,колхоз,1,1,з,2,0,1
236,двор,1,1,р,1,0,1
237,сельсовет,1,1,т,3,0,1
238,сельсовет,1,1,т,3,0,1
239,колхоз,1,1,з,2,0,1
240,предел,1,1,л,2,0,1
241,телефон,1,1,н,3,0,1
242,город,1,1,д,2,0,1
243,город,1,1,д,2,0,1
244,город,1,1,д,2,0,1
245,дом,1,1,м,1,1,1
246,кладбище,1,0,щ',2,0,0
247,календарь,1,1,р',3,0,0
248,ноябрь,1,1,р',2,0,0
249,царь,0,1,р',1,0,0
250,горох,1,1,х,2,0,1
251,дело,1,0,л,1,0,1
252,магазин,1,1,н,3,0,1
253,обиход,1,1,д,3,0,1
254,кладбище,1,0,щ',2,0,0
255,место,1,0,т,1,0,1
256,детство,1,0,в,1,0,1
257,автобус,1,1,с,3,0,1
258,колхоз,1,1,з,2,0,1
259,детство,1,0,в,1,0,1
260,округ,1,1,г,2,0,1
261,округ,1,1,г,2,0,1
262,детство,1,0,в,1,0,1
263,детство,1,0,в,1,0,1
264,кут,1,1,т,1,0,1
265,дом,1,1,м,1,1,1
266,кладбище,1,0,щ',2,0,0
267,кладбище,1,0,щ',2,0,0
268,колхоз,1,1,з,2,0,1
269,колхоз,1,1,з,2,0,1
270,дом,1,1,м,1,1,1
271,платьице,1,0,ц',2,0,0
272,колхоз,1,1,з,2,0,1
273,колхоз,1,1,з,2,0,1
274,поле,1,0,л',1,0,0
275,поле,1,0,л',1,0,0
276,удар,1,1,р,2,0,1
277,сеновал,1,1,л,3,0,1
278,город,1,1,д,2,0,1
279,район,1,1,н,2,0,1
280,случай,1,1,й,2,0,1
281,дом,1,1,м,1,1,1
282,колхоз,1,1,з,2,0,1
283,центр,1,1,р,1,0,1
284,случай,1,1,й,2,0,1
285,июль,1,1,л',2,0,0
286,июнь,1,1,н',2,0,0
287,поле,1,0,л',1,0,0
288,июнь,1,1,н',2,0,0
289,конец,1,1,ц,2,0,1
290,август,1,1,т,2,0,1
291,стойло,1,0,л,1,0,1
292,стойло,1,0,л,1,0,1
293,кабинет,1,1,т,3,0,1
294,колхоз,1,1,з,2,0,1
295,колхоз,1,1,з,2,0,1
296,огород,1,1,д,3,0,1
297,район,1,1,н,2,0,1
298,место,1,0,т,1,0,1
299,дом,1,1,м,1,1,1
300,стол,1,1,л,1,0,1
301,колхоз,1,1,з,2,0,1
302,колхоз,1,1,з,2,0,1
303,запас,1,1,с,2,0,1
304,уголок,1,1,к,3,0,1
305,район,1,1,н,2,0,1
306,дом,1,1,м,1,1,1
307,поле,1,0,л',1,0,0
308,октябрь,1,1,р',2,0,0
309,село,1,0,л,1,0,1
310,колхоз,1,1,з,2,0,1
311,автобус,1,1,с,3,0,1
312,колхоз,1,1,з,2,0,1
313,техникум,1,1,м,3,0,1
314,магазин,1,1,н,3,0,1
315,разговор,1,1,р,3,0,1
316,огород,1,1,д,3,0,1
317,район,1,1,н,2,0,1
318,район,1,1,н,2,0,1
319,район,1,1,н,2,0,1
320,колхоз,1,1,з,2,0,1
321,мираторг,1,1,г,3,0,1
322,округ,1,1,г,2,0,1
323,декрет,1,1,т,2,0,1
324,дом,1,1,м,1,1,1
325,колхоз,1,1,з,2,0,1
326,детство,1,0,в,1,0,1
327,конь,0,1,н',1,0,0
328,конь,0,1,н',1,0,0
329,мотор,1,1,р,2,0,1
330,конец,1,1,ц,2,0,1
331,детство,1,0,в,1,0,1
332,квадратик,1,1,к,3,0,1
333,конь,0,1,н',1,0,0
334,шанталово,1,0,в,3,0,1
335,техникум,1,1,м,3,0,1
336,палец,1,1,ц,2,0,1
337,случай,1,1,й,2,0,1
338,детство,1,0,в,1,0,1
339,колхоз,1,1,з,2,0,1
340,двор,1,1,р,1,0,1
341,колено,1,0,н,2,0,1
342,колено,1,0,н,2,0,1
343,колхоз,1,1,з,2,0,1
344,место,1,0,т,1,0,1
345,мираторг,1,1,г,3,0,1
346,мираторг,1,1,г,3,0,1
347,мираторг,1,1,г,3,0,1
348,сарай,1,1,й,2,0,1
349,конь,0,1,н',1,0,0
350,детство,1,0,в,1,0,1
351,веник,1,1,к,2,0,1
352,сарай,1,1,й,2,0,1
353,район,1,1,н,2,0,1
354,колхоз,1,1,з,2,0,1
355,дом,1,1,м,1,1,1
356,сельсовет,1,1,т,3,0,1
357,дом,1,1,м,1,1,1
358,место,1,0,т,1,0,1
359,клуб,1,1,б,1,1,1
360,колхоз,1,1,з,2,0,1
361,колхоз,1,1,з,2,0,1
362,дух,1,1,х,1,0,1
363,колхоз,1,1,з,2,0,1
364,асфальт,1,1,т,2,0,1
365,кладбище,1,0,щ',2,0,0
366,дом,1,1,м,1,1,1
367,райком,1,1,м,2,0,1
368,трактор,1,1,р,2,0,1
369,строительство,1,0,в,3,0,1
370,дом,1,1,м,1,1,1
371,случай,1,1,й,2,0,1
372,город,1,1,д,2,0,1
373,июль,1,1,л',2,0,0
374,город,1,1,д,2,0,1
375,гребень,1,1,н',2,0,0
376,дом,1,1,м,1,1,1
377,табун,1,1,н,2,0,1
378,колхоз,1,1,з,2,0,1
379,поле,1,0,л',1,0,0
380,повод,1,1,д,2,0,1
381,случай,1,1,й,2,0,1
382,колхоз,1,1,з,2,0,1
383,колхоз,1,1,з,2,0,1
384,дерево,1,0,в,2,0,1
385,кладбище,1,0,щ',2,0,0
386,колхоз,1,1,з,2,0,1
387,сарай,1,1,й,2,0,1
388,порог,1,1,г,2,0,1
389,детство,1,0,в,1,0,1
390,поле,1,0,л',1,0,0
391,наряд,1,1,д,2,0,1
392,стадо,1,0,д,1,0,1
393,сарай,1,1,й,2,0,1
394,клуб,1,1,б,1,1,1
395,дом,1,1,м,1,1,1
396,дом,1,1,м,1,1,1
397,масло,1,0,л,1,0,1
398,суп,1,1,п,1,1,1
399,масло,1,0,л,1,0,1
400,колхоз,1,1,з,2,0,1
401,дом,1,1,м,1,1,1
402,слонец,1,1,ц,2,0,1
403,дом,1,1,м,1,1,1
404,магазин,1,1,н,3,0,1
405,уровень,1,1,н',3,0,0
406,дом,1,1,м,1,1,1
407,дом,1,1,м,1,1,1
408,обиход,1,1,д,3,0,1
409,стол,1,1,л,1,0,1
410,мотоцикл,1,1,л,3,0,1
411,колхоз,1,1,з,2,0,1
412,поле,1,0,л',1,0,0
413,начало,1,0,л,2,0,1
414,бурьян,1,1,н,2,0,1
415,район,1,1,н,2,0,1
416,колхоз,1,1,з,2,0,1
417,дело,1,0,л,1,0,1
418,перекрёсток,1,1,к,4,0,1
419,огород,1,1,д,3,0,1
420,дом,1,1,м,1,1,1
421,колхоз,1,1,з,2,0,1
422,предел,1,1,л,2,0,1
423,детство,1,0,в,1,0,1
424,дом,1,1,м,1,1,1
425,кладбище,1,0,щ',2,0,0
426,дом,1,1,м,1,1,1
427,порог,1,1,г,2,0,1
428,порог,1,1,г,2,0,1
429,вход,1,1,д,1,0,1
430,кладбище,1,0,щ',2,0,0
431,обед,1,1,д,2,0,1
432,дом,1,1,м,1,1,1
433,озеро,1,0,р,2,0,1
434,дом,1,1,м,1,1,1
435,кут,1,1,т,1,0,1
436,дом,1,1,м,1,1,1
437,чердак,1,1,к,2,0,1
438,яичко,1,0,к,2,0,1
439,город,1,1,д,2,0,1
440,крылечко,1,0,к,2,0,1
441,въезд,1,1,д,1,0,1
442,колхоз,1,1,з,2,0,1
443,союз,1,1,з,2,0,1
444,концлагерь,1,1,р',3,0,0
445,район,1,1,н,2,0,1
446,зеркало,1,0,л,2,0,1
447,зал,1,1,л,1,0,1
448,сон,1,1,н,1,0,1
449,сон,1,1,н,1,0,1
450,сон,1,1,н,1,0,1
451,поле,1,0,л',1,0,0
452,огород,1,1,д,3,0,1
453,гумно,1,0,н,1,0,1
454,банк,1,1,к,1,0,1
455,горлач,0,1,ч,2,0,1
456,горлак,0,1,к,2,0,1
457,диван,1,1,н,2,0,1
458,март,1,1,т,1,0,1
459,город,1,1,д,2,0,1
460,завод,1,1,д,2,0,1
461,город,1,1,д,2,0,1
462,двор,1,1,р,1,0,1
463,фат,0,1,т,1,0,1
464,плечо,1,0,ч,1,0,1
465,царь,0,1,р',1,0,0
466,горох,1,1,х,2,0,1
467,конь,0,1,н',1,0,0
468,село,1,0,л,1,0,1
469,царь,0,1,р',1,0,0
470,горох,1,1,х,2,0,1
471,колхоз,1,1,з,2,0,1
472,клуб,1,1,б,1,1,1
473,клуб,1,1,б,1,1,1
474,район,1,1,н,2,0,1
475,место,1,0,т,1,0,1
476,автобус,1,1,с,3,0,1
477,колхоз,1,1,з,2,0,1
478,колхоз,1,1,з,2,0,1
479,город,1,1,д,2,0,1
480,огород,1,1,д,3,0,1
481,поле,1,0,л',1,0,0
482,загон,1,1,н,2,0,1
483,поле,1,0,л',1,0,0
484,конь,0,1,н',1,0,0
485,конь,0,1,н',1,0,0
486,поле,1,0,л',1,0,0
487,порог,1,1,г,2,0,1
488,проход,1,1,д,2,0,1
489,колхоз,1,1,з,2,0,1
490,поезд,1,1,д,2,0,1
491,вход,1,1,д,1,0,1
492,огород,1,1,д,3,0,1
493,дом,1,1,м,1,1,1
494,сарай,1,1,й,2,0,1
495,месяц,1,1,ц,2,0,1
496,огород,1,1,д,3,0,1
497,стол,1,1,л,1,0,1
498,колхоз,1,1,з,2,0,1
499,дом,1,1,м,1,1,1
500,платок,1,1,к,2,0,1
501,диспансер,1,1,р,3,0,1
502,озеро,1,0,р,2,0,1
503,колхоз,1,1,з,2,0,1
504,март,1,1,т,1,0,1
505,трактор,1,1,р,2,0,1
506,жавинк,0,1,к,2,0,1
507,двор,1,1,р,1,0,1
508,апрель,1,1,л',2,0,0
509,колхоз,1,1,з,2,0,1
510,июнь,1,1,н',2,0,0
511,июнь,1,1,н',2,0,0
512,число,1,0,л,1,0,1
513,март,1,1,т,1,0,1
514,месяц,1,1,ц,2,0,1
515,март,1,1,т,1,0,1
516,клуб,1,1,б,1,1,1
517,трактор,1,1,р,2,0,1
518,дизель,1,1,л',2,0,0
519,трактор,1,1,р,2,0,1
520,дом,1,1,м,1,1,1
521,возраст,1,1,т,2,0,1
522,детство,1,0,в,1,0,1
523,детство,1,0,в,1,0,1
524,место,1,0,т,1,0,1
525,фронт,1,1,т,1,1,1
526,детство,1,0,в,1,0,1
527,дело,1,0,л,1,0,1
528,разговор,1,1,р,3,0,1
529,колхоз,1,1,з,2,0,1
530,колхоз,1,1,з,2,0,1
531,месяц,1,1,ц,2,0,1
532,магазин,1,1,н,3,0,1
533,детство,1,0,в,1,0,1
534,детство,1,0,в,1,0,1
535,детство,1,0,в,1,0,1
536,детство,1,0,в,1,0,1
537,дом,1,1,м,1,1,1
538,колодец,1,1,ц,3,0,1
539,колодец,1,1,ц,3,0,1
540,детство,1,0,в,1,0,1
541,дом,1,1,м,1,1,1
542,покой,1,1,й,2,0,1
543,округ,1,1,г,2,0,1
544,сапог,1,1,г,2,0,1
545,загон,1,1,н,2,0,1
546,колхоз,1,1,з,2,0,1
547,корзово,1,0,в,2,0,1
548,сон,1,1,н,1,0,1
549,дом,1,1,м,1,1,1
550,пупок,1,1,к,2,0,1
551,колхоз,1,1,з,2,0,1
552,кладбище,1,0,щ',2,0,0
553,колхоз,1,1,з,2,0,1
554,колхоз,1,1,з,2,0,1
555,колхоз,1,1,з,2,0,1
556,колхоз,1,1,з,2,0,1
557,дом,1,1,м,1,1,1
558,шок,1,1,к,1,0,1
559,поле,1,0,л',1,0,0
560,двор,1,1,р,1,0,1
561,колхоз,1,1,з,2,0,1
562,магазин,1,1,н,3,0,1
563,водопой,1,1,й,3,0,1
564,самолёт,1,1,т,3,0,1
565,сон,1,1,н,1,0,1
566,крыльцо,1,0,ц,1,0,1
567,сарай,1,1,й,2,0,1
568,сарай,1,1,й,2,0,1
569,февраль,1,1,л',2,0,0
570,месяц,1,1,ц,2,0,1
571,посёлок,1,1,к,3,0,1
572,посель,1,1,л',2,0,0
573,дом,1,1,м,1,1,1
574,сарай,1,1,й,2,0,1
575,базар,1,1,р,2,0,1
576,базар,1,1,р,2,0,1
577,магазин,1,1,н,3,0,1
578,конь,0,1,н',1,0,0
579,север,1,1,р,2,0,1
580,дом,1,1,м,1,1,1
581,завод,1,1,д,2,0,1
582,завод,1,1,д,2,0,1
583,конь,0,1,н',1,0,0
584,балкон,1,1,н,2,0,1
585,стадо,1,0,д,1,0,1
586,начало,1,0,л,2,0,1
587,конец,1,1,ц,2,0,1
588,круг,1,1,г,1,1,1
589,автобус,1,1,с,3,0,1
590,курс,1,1,с,1,0,1
591,март,1,1,т,1,0,1
592,месяц,1,1,ц,2,0,1
593,март,1,1,т,1,0,1
594,колхоз,1,1,з,2,0,1
595,случай,1,1,й,2,0,1
596,колхоз,1,1,з,2,0,1
597,ресторан,1,1,н,3,0,1
598,автобус,1,1,с,3,0,1
599,баян,1,1,н,2,0,1
600,сельсовет,1,1,т,3,0,1
601,капот,1,1,т,2,0,1
602,капот,1,1,т,2,0,1
603,дизель,1,1,л',2,0,0
604,март,1,1,т,1,0,1
605,смысл,1,1,л,1,0,1
606,техникум,1,1,м,3,0,1
607,курс,1,1,с,1,0,1
608,колхоз,1,1,з,2,0,1
609,шанталово,1,0,в,3,0,1
610,техникум,1,1,м,3,0,1
611,случай,1,1,й,2,0,1
612,мешок,1,1,к,2,0,1
613,принцип,1,1,п,2,0,1
614,горло,1,0,л,1,0,1
615,кузов,1,1,в,2,0,1
616,огонь,1,1,н',2,0,0
617,бензин,1,1,н,2,0,1
618,колхоз,1,1,з,2,0,1
619,колхоз,1,1,з,2,0,1
620,колхоз,1,1,з,2,0,1
621,колхоз,1,1,з,2,0,1
622,колхоз,1,1,з,2,0,1
623,центр,1,1,р,1,0,1
624,поле,1,0,л',1,0,0
625,колхоз,1,1,з,2,0,1
626,конец,1,1,ц,2,0,1
627,конец,1,1,ц,2,0,1
628,конец,1,1,ц,2,0,1
629,конец,1,1,ц,2,0,1
630,дом,1,1,м,1,1,1
631,дом,1,1,м,1,1,1
632,сарай,1,1,й,2,0,1
633,сарай,1,1,й,2,0,1
634,сарай,1,1,й,2,0,1
635,поле,1,0,л',1,0,0
636,перекрёсток,1,1,к,4,0,1
637,конь,0,1,н',1,0,0
638,трактор,1,1,р,2,0,1
639,лесничество,1,0,в,3,0,1
640,мироторг,1,1,г,3,0,1
641,место,1,0,т,1,0,1
642,техникум,1,1,м,3,0,1
643,город,1,1,д,2,0,1
644,ресторан,1,1,н,3,0,1
645,дом,1,1,м,1,1,1
646,город,1,1,д,2,0,1
647,город,1,1,д,2,0,1
648,магазин,1,1,н,3,0,1
649,платочек,1,1,к,3,0,1
650,стол,1,1,л,1,0,1
651,стол,1,1,л,1,0,1
652,стол,1,1,л,1,0,1
653,зал,1,1,л,1,0,1
654,зал,1,1,л,1,0,1
655,город,1,1,д,2,0,1
656,город,1,1,д,2,0,1
657,дом,1,1,м,1,1,1
658,город,1,1,д,2,0,1
659,случай,1,1,й,2,0,1
660,подол,1,1,л,2,0,1
661,подол,1,1,л,2,0,1
662,подол,1,1,л,2,0,1
663,подол,1,1,л,2,0,1
664,подол,1,1,л,2,0,1
665,подол,1,1,л,2,0,1
666,рот,1,1,т,1,0,1
667,рот,1,1,т,1,0,1
